Employe,Matricule,Nom,Prenom,Departement,Poste,Sexe,DateNaissance,Statut Marital,Formation,Deplacement,Pays,Distance Domicile lieu de travail,Salaire,Stocks Option,Heures Sup,Nombre employeurs precedents,Nombre annees de travail,Anciennete,Anciennete dans le poste actuel,Changement de poste en annees,Derniere augmentation,Nombre de formations 2015
1.000000,"10116","Boucher","FRANCK","Ventes","Sales Executive","2",1979-06-25,"Celibataire","Bac Plus2","Occasionnel","Switzerland","30 KM",7428.000000,0.000000,"Non",2.000000,12.000000,5.000000,3.000000,1.000000,3.000000,3.000000
1.000000,"10117","Fleury","EDITH","R&D","Manager","1",1982-06-24,"Celibataire","Bac Plus2","Occasionnel","Switzerland","40 KM",11631.000000,0.000000,"Non",2.000000,14.000000,11.000000,10.000000,5.000000,8.000000,6.000000
1.000000,"10118","Royer","NADINE","Ventes","Sales Executive","",1980-06-24,"Marie","Bac","Nomade","Switzerland","10 KM",9738.000000,1.000000,"Non",0.000000,10.000000,9.000000,7.000000,2.000000,8.000000,6.000000
1.000000,"10119","Klein","MARC","R&D","Laboratory Technician","2",1980-06-24,"Marie","Bac","Occasionnel","Switzerland","12 KM",2835.000000,1.000000,"Non",5.000000,7.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10120","Jacquet","AMEZIA","Ventes","Manager","1",1973-06-26,"Marie","Bac","Nomade","Switzerland","14 KM",16959.000000,2.000000,"Oui",1.000000,25.000000,25.000000,12.000000,4.000000,12.000000,3.000000
1.000000,"10121","Adam","JOCELYNE","R&D","Research Scientist","1",1986-06-23,"Marie","Bac Plus2","Nomade","Switzerland","230 KM",2613.000000,3.000000,"Non",1.000000,10.000000,10.000000,7.000000,0.000000,9.000000,2.000000
1.000000,"10122","Paris","JEAN","Ventes","Sales Executive","2",1983-06-24,"Marie","Bac","Sedentaire","Switzerland","220 KM",6146.000000,1.000000,"Non",0.000000,8.000000,7.000000,7.000000,0.000000,7.000000,2.000000
1.000000,"10123","Poirier","MARYVONNE ET SERGE","R&D","Research Scientist","1",1960-06-29,"Marie","Bac Plus3","Occasionnel","Switzerland","40 KM",4963.000000,3.000000,"Oui",9.000000,7.000000,5.000000,4.000000,4.000000,3.000000,2.000000
1.000000,"10124","Marty","MICHEL","R&D","Research Director","2",1965-06-28,"Celibataire","Bac Plus2","Occasionnel","Switzerland","10 KM",19537.000000,0.000000,"Non",7.000000,23.000000,20.000000,18.000000,15.000000,15.000000,5.000000
1.000000,"10125","Aubry","Philippe","Ventes","Sales Executive","1",1985-06-23,"Marie","Bac Plus3","Occasionnel","Switzerland","12 KM",6172.000000,0.000000,"Oui",4.000000,12.000000,7.000000,7.000000,7.000000,7.000000,3.000000
1.000000,"10126","Guyot","MARIE THERESE","R&D","Research Scientist","1",1990-06-22,"Marie","Bac Plus2","Occasionnel","Switzerland","14 KM",2368.000000,0.000000,"Non",1.000000,5.000000,5.000000,4.000000,4.000000,3.000000,3.000000
1.000000,"10127","Carre","MURIEL","R&D","Healthcare Representative","1",1958-06-30,"Marie","Bac Plus3","Occasionnel","Switzerland","230 KM",10312.000000,1.000000,"Non",1.000000,40.000000,40.000000,10.000000,15.000000,6.000000,3.000000
1.000000,"10128","Charles","ALAIN","Ventes","Sales Representative","2",1997-06-20,"Celibataire","Sans","Occasionnel","Switzerland","40 KM",1675.000000,0.000000,"Oui",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10129","Renault","LILIANE","R&D","Laboratory Technician","1",1994-06-21,"Marie","Sans","Occasionnel","Switzerland","10 KM",2523.000000,1.000000,"Non",0.000000,3.000000,2.000000,1.000000,2.000000,1.000000,2.000000
1.000000,"10130","Charpentier","CATHERINE","R&D","Manufacturing Director","1",1967-06-28,"Marie","Bac Plus3","Occasionnel","Switzerland","12 KM",6567.000000,0.000000,"Non",1.000000,16.000000,15.000000,11.000000,5.000000,11.000000,2.000000
1.000000,"10131","Menard","RAYMONDE","R&D","Research Scientist","",1973-06-26,"Celibataire","Bac Plus2","Nomade","France","14 KM",4739.000000,0.000000,"Non",4.000000,18.000000,3.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10132","Maillard","MONICA","Ventes","Sales Executive","1",1966-06-28,"Celibataire","Bac Plus2","Nomade","France","120 KM",9208.000000,0.000000,"Non",4.000000,16.000000,2.000000,2.000000,2.000000,1.000000,3.000000
1.000000,"10133","Baron","BERTRAND","Ventes","Sales Executive","2",1985-06-23,"Marie","Bac Plus2","Occasionnel","France","200 KM",4559.000000,1.000000,"Oui",3.000000,4.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10134","Bertin","MARIE EDITH","Ventes","Sales Executive","1",1975-06-26,"Marie","Sans","Occasionnel","France","90 KM",8189.000000,1.000000,"Oui",3.000000,12.000000,9.000000,7.000000,0.000000,7.000000,2.000000
1.000000,"10135","Bailly","JEANNINE","RH","Human Resources","1",1990-06-22,"Marie","Sans","Occasionnel","France","250 KM",2942.000000,1.000000,"Non",1.000000,8.000000,8.000000,7.000000,5.000000,7.000000,3.000000
1.000000,"10136","Herve","DAMIEN","R&D","Manufacturing Director","2",1980-06-24,"Marie","Bac","Occasionnel","France","60 KM",4941.000000,2.000000,"Non",6.000000,7.000000,3.000000,2.000000,0.000000,1.000000,0.000000
1.000000,"10137","Schneider","HELENE","R&D","Manufacturing Director","1",1965-06-28,"Celibataire","Bac Plus3","Nomade","France","80 KM",10650.000000,0.000000,"Non",2.000000,18.000000,4.000000,2.000000,0.000000,3.000000,2.000000
1.000000,"10138","Fernandez","BENOIT","Ventes","Sales Executive","2",1977-06-25,"Marie","Bac Plus3","Occasionnel","France","40 KM",5902.000000,1.000000,"Non",4.000000,17.000000,15.000000,11.000000,5.000000,9.000000,1.000000
1.000000,"10139","Le","JOELLE","Ventes","Sales Executive","1",1991-06-22,"Marie","Bac Plus2","Occasionnel","France","280 KM",8639.000000,0.000000,"Non",2.000000,6.000000,2.000000,2.000000,2.000000,2.000000,3.000000
1.000000,"10140","Collet","JEAN FRANCOIS","RH","Human Resources","1",1986-06-23,"Marie","Bac Plus2","Occasionnel","France","90 KM",6347.000000,0.000000,"Oui",0.000000,12.000000,11.000000,9.000000,4.000000,7.000000,2.000000
1.000000,"10141","Leger","MIREILLE","R&D","Laboratory Technician","1",1984-06-23,"Celibataire","Bac Plus2","Occasionnel","France","90 KM",4200.000000,0.000000,"Non",7.000000,10.000000,5.000000,4.000000,0.000000,4.000000,2.000000
1.000000,"10142","Bouvier","AURELIE","R&D","Research Scientist","1",1971-06-27,"Celibataire","Bac Plus2","Occasionnel","France","290 KM",3452.000000,0.000000,"Non",5.000000,9.000000,6.000000,5.000000,0.000000,3.000000,2.000000
1.000000,"10143","Julien","DELFIM","R&D","Research Scientist","2",1978-06-25,"Celibataire","Bac Plus5","Occasionnel","France","30 KM",4317.000000,0.000000,"Oui",3.000000,19.000000,3.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10144","Prevost","GISLAINE","R&D","Research Scientist","1",1986-06-23,"Celibataire","Bac Plus2","Occasionnel","France","180 KM",2632.000000,0.000000,"Non",1.000000,5.000000,5.000000,4.000000,0.000000,4.000000,4.000000
1.000000,"10145","Millet","PATRICIA","Ventes","Sales Executive","1",1984-06-23,"Marie","Bac","Nomade","France","90 KM",4668.000000,3.000000,"Non",0.000000,9.000000,8.000000,7.000000,0.000000,7.000000,2.000000
1.000000,"10146","Perrot","CHRISTIANE","R&D","Research Scientist","1",1986-06-23,"Marie","Bac Plus2","Occasionnel","France","50 KM",3204.000000,1.000000,"Non",5.000000,8.000000,3.000000,2.000000,2.000000,2.000000,3.000000
1.000000,"10147","Daniel","ISABELLE","R&D","Laboratory Technician","",1986-06-23,"Celibataire","Sans","Occasionnel","France","20 KM",2720.000000,0.000000,"Non",0.000000,6.000000,5.000000,3.000000,1.000000,2.000000,3.000000
1.000000,"10148","Le","ANNE-MARIE","R&D","Manager","1",1975-06-26,"Marie","Bac Plus2","Nomade","France","100 KM",17181.000000,1.000000,"Non",4.000000,21.000000,7.000000,6.000000,7.000000,7.000000,2.000000
1.000000,"10149","Cousin","ISABELLE","R&D","Laboratory Technician","1",1975-06-26,"Marie","Bac Plus3","Occasionnel","France","90 KM",2238.000000,1.000000,"Non",2.000000,7.000000,5.000000,0.000000,1.000000,4.000000,2.000000
1.000000,"10150","Germain","SOLANGE","R&D","Laboratory Technician","1",1997-06-20,"Celibataire","Sans","Occasionnel","France","30 KM",1483.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10151","Breton","AGNES MARIE","R&D","Research Scientist","1",1976-06-25,"Marie","Bac Plus2","Nomade","France","260 KM",5605.000000,1.000000,"Non",1.000000,20.000000,20.000000,7.000000,2.000000,13.000000,2.000000
1.000000,"10152","Besson","ANNE MARIE","Ventes","Sales Executive","1",1981-06-24,"Marie","Bac Plus5","Occasionnel","France","10 KM",7295.000000,2.000000,"Non",1.000000,10.000000,10.000000,8.000000,0.000000,6.000000,3.000000
1.000000,"10153","Langlois","JEAN-LUC","Ventes","Sales Representative","",1963-06-29,"Marie","Bac","Occasionnel","France","60 KM",2306.000000,1.000000,"Oui",2.000000,13.000000,7.000000,7.000000,4.000000,5.000000,3.000000
1.000000,"10154","Remy","DENISE","R&D","Laboratory Technician","1",1971-06-27,"Marie","Bac Plus2","Occasionnel","France","90 KM",2348.000000,1.000000,"Non",8.000000,20.000000,17.000000,9.000000,0.000000,15.000000,2.000000
1.000000,"10155","Le","CHRISTIANE","Ventes","Sales Executive","1",1984-06-23,"Celibataire","Bac Plus2","Nomade","France","80 KM",8998.000000,0.000000,"Non",1.000000,9.000000,9.000000,8.000000,3.000000,7.000000,2.000000
1.000000,"10156","Pelletier","Patrice","R&D","Manufacturing Director","1",1987-06-23,"Marie","Sans","Sedentaire","France","10 KM",4319.000000,1.000000,"Non",1.000000,10.000000,10.000000,7.000000,0.000000,9.000000,1.000000
1.000000,"10157","Levêque","ALEXIS","R&D","Manufacturing Director","2",1965-06-28,"Marie","Bac Plus3","Occasionnel","France","70 KM",6132.000000,0.000000,"Non",2.000000,10.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10158","Perrier","JOHAN","R&D","Research Scientist","1",1958-06-30,"Marie","Bac Plus2","Occasionnel","France","90 KM",3346.000000,1.000000,"Oui",4.000000,9.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10159","Leblanc","Franþois","Ventes","Sales Executive","2",1976-06-25,"Marie","Bac Plus3","Occasionnel","France","40 KM",10855.000000,1.000000,"Non",7.000000,15.000000,12.000000,11.000000,2.000000,11.000000,2.000000
1.000000,"10160","Barre","Evelyne","Ventes","Sales Representative","",1982-06-24,"Marie","Bac Plus3","Nomade","France","20 KM",2231.000000,1.000000,"Non",6.000000,6.000000,4.000000,3.000000,1.000000,2.000000,3.000000
1.000000,"10161","Lebrun","PATRICE","R&D","Research Scientist","2",1994-06-21,"Marie","Sans","Occasionnel","France","190 KM",2323.000000,2.000000,"Non",1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,6.000000
1.000000,"10162","Marchal","ANDREE","R&D","Research Scientist","",1989-06-22,"Marie","Bac Plus2","Sedentaire","France","90 KM",2024.000000,1.000000,"Non",6.000000,6.000000,2.000000,2.000000,2.000000,2.000000,1.000000
1.000000,"10163","Weber","CEDRIC","R&D","Research Scientist","2",1988-06-22,"Marie","Bac Plus2","Occasionnel","France","210 KM",2713.000000,1.000000,"Non",1.000000,5.000000,5.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10164","Mallet","MARTINE","R&D","Healthcare Representative","1",1959-06-30,"Marie","Bac","Occasionnel","France","240 KM",9439.000000,1.000000,"Oui",3.000000,12.000000,5.000000,3.000000,1.000000,4.000000,2.000000
1.000000,"10165","Hamon","DANIELLE","R&D","Research Scientist","1",1989-06-22,"Marie","Bac Plus2","Sedentaire","France","30 KM",2566.000000,1.000000,"Oui",1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000
1.000000,"10166","Boulanger","MARIE HELENE","R&D","Manager","1",1966-06-28,"Celibataire","Bac Plus2","Occasionnel","France","110 KM",19926.000000,0.000000,"Non",3.000000,21.000000,5.000000,4.000000,4.000000,4.000000,5.000000
1.000000,"10167","Jacob","YVES","R&D","Research Scientist","2",1975-06-26,"Marie","Bac Plus2","Occasionnel","France","140 KM",2451.000000,1.000000,"Non",4.000000,13.000000,9.000000,8.000000,1.000000,8.000000,2.000000
1.000000,"10168","Monnier","NADIA","Ventes","Sales Executive","1",1986-06-23,"Inc","Bac Plus2","Occasionnel","France","50 KM",9419.000000,1.000000,"Non",2.000000,12.000000,10.000000,9.000000,7.000000,4.000000,2.000000
1.000000,"10169","Michaud","LUCIEN","Ventes","Sales Executive","2",1978-06-25,"Celibataire","Bac Plus3","Occasionnel","France","10 KM",8686.000000,0.000000,"Non",4.000000,12.000000,8.000000,3.000000,0.000000,7.000000,2.000000
1.000000,"10170","Rodriguez","MICHELE","R&D","Research Scientist","1",1984-06-23,"Celibataire","Bac Plus5","Occasionnel","France","60 KM",3038.000000,0.000000,"Non",3.000000,8.000000,5.000000,4.000000,1.000000,4.000000,2.000000
1.000000,"10171","Guichard","CHRISTINE","R&D","Research Scientist","1",1989-06-22,"Marie","Bac Plus2","Occasionnel","France","170 KM",3058.000000,1.000000,"Oui",0.000000,6.000000,5.000000,2.000000,1.000000,1.000000,3.000000
1.000000,"10172","Gillet","YVONNE","Ventes","Sales Representative","1",1997-06-20,"Celibataire","Sans","Nomade","France","10 KM",2325.000000,0.000000,"Non",0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,5.000000
1.000000,"10173","Etienne","FREDERIQUE","R&D","Laboratory Technician","1",1980-06-24,"Celibataire","Bac","Nomade","France","30 KM",2088.000000,0.000000,"Non",4.000000,13.000000,8.000000,7.000000,7.000000,2.000000,3.000000
1.000000,"10174","Grondin","MARIE CLAIRE","R&D","Laboratory Technician","1",1986-06-23,"Marie","Bac Plus2","Sedentaire","France","90 KM",3072.000000,2.000000,"Non",1.000000,12.000000,12.000000,9.000000,6.000000,10.000000,4.000000
1.000000,"10175","Poulain","VERONIQUE","Ventes","Sales Executive","1",1971-06-27,"Marie","Bac","Occasionnel","France","40 KM",5006.000000,1.000000,"Oui",4.000000,9.000000,5.000000,4.000000,0.000000,3.000000,3.000000
1.000000,"10176","Tessier","JOSEPH","R&D","Research Scientist","2",1960-06-29,"Marie","Bac Plus2","Occasionnel","Germany","80 KM",4257.000000,1.000000,"Oui",4.000000,19.000000,2.000000,2.000000,2.000000,2.000000,3.000000
1.000000,"10177","Chevallier","ISABELLE","R&D","Research Scientist","1",1983-06-24,"Celibataire","Bac Plus2","Occasionnel","Germany","20 KM",2500.000000,0.000000,"Non",0.000000,4.000000,3.000000,1.000000,0.000000,2.000000,2.000000
1.000000,"10178","Collin","CHRISTINE","R&D","Laboratory Technician","1",1997-06-20,"Celibataire","Bac Plus2","Occasionnel","Germany","20 KM",1102.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,3.000000
1.000000,"10179","Chauvin","SOPHIE","Ventes","Sales Executive","1",1970-06-27,"Marie","Bac","Occasionnel","Germany","10 KM",10453.000000,3.000000,"Non",1.000000,24.000000,24.000000,13.000000,15.000000,7.000000,2.000000
1.000000,"10180","Da","EDITH","R&D","Laboratory Technician","1",1978-06-25,"Celibataire","Bac","Occasionnel","Germany","90 KM",2288.000000,0.000000,"Non",1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,3.000000
1.000000,"10181","Bouchet","LOIC","R&D","Research Scientist","2",1985-06-23,"Marie","Sans","Occasionnel","Germany","120 KM",3929.000000,1.000000,"Oui",8.000000,7.000000,4.000000,2.000000,0.000000,2.000000,0.000000
1.000000,"10182","Gay","THIERRY","R&D","Research Scientist","2",1982-06-24,"Celibataire","Bac","Occasionnel","Germany","270 KM",2311.000000,0.000000,"Non",2.000000,9.000000,3.000000,2.000000,1.000000,2.000000,3.000000
1.000000,"10183","Lemaitre","JEAN ARLETTE","Ventes","Sales Representative","1",1975-06-26,"Celibataire","Bac","Occasionnel","Germany","200 KM",3140.000000,0.000000,"Oui",1.000000,4.000000,4.000000,3.000000,0.000000,2.000000,5.000000
1.000000,"10184","Benard","CHRISTINE","R&D","Laboratory Technician","1",1966-06-28,"Marie","Bac Plus2","Occasionnel","Germany","10 KM",3690.000000,1.000000,"Non",2.000000,5.000000,3.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10185","Marechal","ARMELLE","R&D","Manufacturing Director","1",1963-06-29,"Marie","Bac","Occasionnel","Germany","130 KM",4450.000000,2.000000,"Non",1.000000,5.000000,4.000000,2.000000,1.000000,3.000000,3.000000
1.000000,"10186","Humbert","DANIELLE","R&D","Research Scientist","2",1983-06-24,"Marie","Bac Plus2","Occasionnel","Germany","140 KM",2756.000000,1.000000,"Non",1.000000,8.000000,8.000000,7.000000,1.000000,6.000000,5.000000
1.000000,"10187","Reynaud","CHRISTINE","R&D","Manager","1",1976-06-25,"Marie","Sans","Occasionnel","Germany","40 KM",19033.000000,1.000000,"Non",1.000000,21.000000,20.000000,8.000000,9.000000,9.000000,2.000000
1.000000,"10188","Antoine","AMELIE","R&D","Research Director","1",1961-06-29,"Celibataire","Bac Plus3","Occasionnel","Germany","140 KM",18722.000000,0.000000,"Non",8.000000,36.000000,24.000000,15.000000,2.000000,15.000000,3.000000
1.000000,"10189","Hoarau","GHISLAINE","R&D","Manufacturing Director","1",1982-06-24,"Inc","Sans","Nomade","Germany","20 KM",9547.000000,0.000000,"Non",1.000000,10.000000,10.000000,9.000000,1.000000,9.000000,2.000000
1.000000,"10190","Perret","BRUNO","R&D","Healthcare Representative","",1965-06-28,"Celibataire","Bac Plus2","Occasionnel","Germany","30 KM",13734.000000,0.000000,"Non",3.000000,21.000000,7.000000,7.000000,1.000000,0.000000,6.000000
1.000000,"10191","Barthelemy","MARINE","R&D","Manager","",1964-06-28,"Marie","Bac Plus3","Occasionnel","Germany","10 KM",19999.000000,1.000000,"Non",0.000000,34.000000,33.000000,18.000000,11.000000,9.000000,5.000000
1.000000,"10192","Cordier","Philippe","R&D","Research Scientist","",1989-06-22,"Celibataire","Bac Plus2","Occasionnel","Germany","90 KM",2279.000000,0.000000,"Non",1.000000,7.000000,7.000000,7.000000,0.000000,3.000000,2.000000
1.000000,"10193","Pichon","MICHELE","R&D","Manufacturing Director","1",1981-06-24,"Marie","Bac","Occasionnel","Germany","230 KM",5916.000000,0.000000,"Oui",3.000000,8.000000,1.000000,0.000000,0.000000,1.000000,1.000000
1.000000,"10194","Lejeune","CATHY","R&D","Research Scientist","1",1973-06-26,"Marie","Bac Plus2","Sedentaire","Germany","70 KM",2089.000000,3.000000,"Non",4.000000,7.000000,5.000000,4.000000,2.000000,2.000000,3.000000
1.000000,"10195","Gilbert","RACHEL","R&D","Manager","",1971-06-27,"Marie","Bac","Sedentaire","Germany","20 KM",16792.000000,1.000000,"Non",9.000000,22.000000,20.000000,8.000000,11.000000,8.000000,1.000000
1.000000,"10196","Lamy","MARTINE","R&D","Research Scientist","1",1979-06-25,"Marie","Bac Plus2","Occasionnel","Germany","210 KM",3564.000000,1.000000,"Oui",1.000000,8.000000,8.000000,7.000000,1.000000,7.000000,3.000000
1.000000,"10197","Delaunay","LIEVE","R&D","Laboratory Technician","1",1981-06-24,"Inc","Bac Plus2","Nomade","Germany","20 KM",4425.000000,0.000000,"Non",5.000000,10.000000,6.000000,2.000000,1.000000,2.000000,5.000000
1.000000,"10198","Pasquier","SOLANGE","R&D","Manufacturing Director","1",1974-06-26,"Marie","Bac","Sedentaire","Germany","210 KM",5265.000000,1.000000,"Non",2.000000,11.000000,5.000000,3.000000,0.000000,2.000000,5.000000
1.000000,"10199","Carlier","JESSICA","R&D","Manufacturing Director","",1978-06-25,"Marie","Bac Plus3","Occasionnel","Germany","20 KM",6553.000000,0.000000,"Non",9.000000,14.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10200","Laporte","Eric","R&D","Manufacturing Director","1",1978-06-25,"Marie","Bac Plus2","Occasionnel","Germany","290 KM",6261.000000,1.000000,"Non",3.000000,9.000000,7.000000,7.000000,1.000000,7.000000,3.000000
1.000000,"10201","Adam","RAYMONDE","R&D","Manufacturing Director","1",1989-06-22,"Marie","Sans","Nomade","Germany","10 KM",4298.000000,1.000000,"Non",5.000000,6.000000,2.000000,2.000000,2.000000,0.000000,1.000000
